project_id;cost;real_votes;real_rank;predicted_votes;predicted_rank;city;prediction_type
668;750000.0;1060;31;3581.241577596188;7;Wroclaw;ML/KNN
685;560000.0;990;32;1704.2975183314595;29;Wroclaw;ML/KNN
685;250000.0;990;32;1704.2975183314595;29;Wroclaw;ML/KNN
694;320000.0;943;33;2131.874805778814;20;Wroclaw;ML/KNN
371;1000000.0;922;34;1322.3710572679836;39;Wroclaw;ML/KNN
508;750000.0;882;35;1527.517980770844;34;Wroclaw;ML/KNN
346;250000.0;765;36;924.2883366612414;46;Wroclaw;ML/KNN
358;350000.0;619;37;715.7598704632783;50;Wroclaw;ML/KNN
594;150000.0;587;38;1761.4080171820729;24;Wroclaw;ML/KNN
332;420000.0;544;39;1740.1794435961544;27;Wroclaw;ML/KNN
334;250000.0;480;40;1233.1359028139;40;Wroclaw;ML/KNN
35;500000.0;433;41;1756.3357031394198;25;Wroclaw;ML/KNN
620;200000.0;418;42;1139.5798882494084;43;Wroclaw;ML/KNN
203;150000.0;415;43;898.7389029649144;49;Wroclaw;ML/KNN
735;50000.0;266;44;3147.652658690874;10;Wroclaw;ML/KNN
464;250000.0;263;45;2103.319556353508;21;Wroclaw;ML/KNN
422;150000.0;236;46;1233.1359028139;40;Wroclaw;ML/KNN
406;600000.0;178;47;1064.81022199104;44;Wroclaw;ML/KNN
629;130000.0;156;48;1395.26208869574;36;Wroclaw;ML/KNN
720;50000.0;118;49;924.2883366612414;46;Wroclaw;ML/KNN
677;150000.0;83;50;1335.8972280483918;38;Wroclaw;ML/KNN
